Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2021-10-12,3441.85986328125,3652.85009765625,3707.0,3630.60009765625,3706.0,5752877.0
2021-10-13,3444.07421875,3655.199951171875,3675.449951171875,3645.0,3650.0,3545655.0
2021-10-14,3409.380126953125,3611.449951171875,3670.0,3608.199951171875,3625.0,6442299.0
2021-10-15,,3620.3749389648438,,,,
2021-10-18,3443.083251953125,3647.14990234375,3652.699951171875,3601.449951171875,3603.449951171875,3590107.0
2021-10-19,3430.810302734375,3634.14990234375,3690.10009765625,3625.199951171875,3669.0,3135441.0
2021-10-20,3406.927001953125,3608.85009765625,3630.0,3578.300048828125,3612.0,2933693.0
2021-10-21,3334.84814453125,3532.5,3607.449951171875,3511.25,3604.10009765625,4871211.0
2021-10-22,3303.08056640625,3498.85009765625,3561.60009765625,3485.0,3560.0,2691670.0
2021-10-25,3297.5107421875,3492.949951171875,3514.550048828125,3450.0,3503.0,2595594.0
2021-10-26,3287.739990234375,3482.60009765625,3529.0,3475.0,3494.5,3878763.0
2021-10-27,3294.490234375,3489.75,3511.25,3483.0,3483.0,2510813.0
2021-10-28,3230.200927734375,3421.64990234375,3518.0,3415.0,3518.0,2424942.0
2021-10-29,3207.637451171875,3397.75,3461.0,3385.949951171875,3400.050048828125,3960501.0
2021-11-01,3281.88671875,3476.39990234375,3487.0,3412.949951171875,3437.949951171875,2020718.0
2021-11-02,3289.250244140625,3484.199951171875,3513.60009765625,3469.75,3494.0,3087414.0
2021-11-03,3296.85009765625,3492.25,3519.89990234375,3466.050048828125,3504.199951171875,1537639.0
2021-11-04,3312.332763671875,3508.64990234375,3513.25,3505.0,3512.949951171875,328991.0
2021-11-05,,3507.1749267578125,,,,
2021-11-08,3306.762451171875,3502.75,3548.0,3481.199951171875,3548.0,2526082.0
2021-11-09,3309.5478515625,3505.699951171875,3535.0,3496.0,3508.0,1782692.0
2021-11-10,3289.34521484375,3484.300048828125,3519.699951171875,3480.199951171875,3498.0,1516489.0
2021-11-11,3293.02685546875,3488.199951171875,3510.050048828125,3436.0,3480.0,1284514.0
2021-11-12,3328.75927734375,3526.050048828125,3534.14990234375,3485.699951171875,3506.0,1747259.0
2021-11-15,3354.484375,3553.300048828125,3569.60009765625,3528.0,3528.0,1809157.0
2021-11-16,3357.410400390625,3556.39990234375,3575.550048828125,3542.0,3569.0,2013204.0
2021-11-17,3324.8408203125,3521.89990234375,3562.85009765625,3506.39990234375,3550.60009765625,1632914.0
2021-11-18,3281.2255859375,3475.699951171875,3520.85009765625,3451.60009765625,3515.14990234375,2136598.0
2021-11-19,,3471.3749389648438,,,,
2021-11-22,3264.893798828125,3458.39990234375,3515.949951171875,3440.300048828125,3478.39990234375,3167936.0
2021-11-23,3270.416748046875,3464.25,3480.949951171875,3407.800048828125,3445.0,2153461.0
2021-11-24,3250.638916015625,3443.300048828125,3493.050048828125,3424.0,3472.199951171875,2161746.0
2021-11-25,3253.09326171875,3445.89990234375,3463.0,3434.050048828125,3443.89990234375,1849619.0
2021-11-26,3253.99072265625,3446.85009765625,3490.0,3411.89990234375,3425.0,1941251.0
2021-11-29,3306.054443359375,3502.0,3529.35009765625,3406.449951171875,3447.14990234375,2981745.0
2021-11-30,3331.685791015625,3529.14990234375,3563.75,3491.0,3491.0,5588446.0
2021-12-01,3377.61376953125,3577.800048828125,3590.0,3535.0,3535.0,2102118.0
2021-12-02,3439.071044921875,3642.89990234375,3648.0,3574.10009765625,3589.199951171875,3152938.0
2021-12-03,3436.758056640625,3640.449951171875,3665.949951171875,3630.85009765625,3646.449951171875,2486263.0
2021-12-06,3338.52978515625,3536.39990234375,3658.0,3522.0,3640.449951171875,1849642.0
2021-12-07,3383.9384765625,3584.5,3598.0,3524.300048828125,3562.5,1484458.0
2021-12-08,3423.966064453125,3626.89990234375,3646.449951171875,3601.0,3601.0,1428660.0
2021-12-09,3400.22314453125,3601.75,3634.75,3566.0,3610.0,1567957.0
2021-12-10,3433.312255859375,3636.800048828125,3642.0,3575.10009765625,3585.0,1510718.0
2021-12-13,3407.68115234375,3609.64990234375,3662.0,3601.699951171875,3650.0,1883864.0
2021-12-14,3421.039794921875,3623.800048828125,3635.0,3576.699951171875,3605.0,1747007.0
2021-12-15,3370.58056640625,3570.35009765625,3623.0,3558.14990234375,3620.0,1603233.0
2021-12-16,3381.200927734375,3581.60009765625,3608.449951171875,3570.0,3582.0,2072320.0
2021-12-17,3383.79736328125,3584.35009765625,3651.35009765625,3573.699951171875,3602.5,4333992.0
2021-12-20,3357.8828125,3556.89990234375,3606.0,3510.14990234375,3589.0,2312310.0
2021-12-21,3406.406982421875,3608.300048828125,3641.199951171875,3566.39990234375,3582.64990234375,2340989.0
2021-12-22,3427.60107421875,3630.75,3636.800048828125,3606.25,3624.0,1224328.0
2021-12-23,3457.76318359375,3662.699951171875,3670.5,3630.0,3648.0,1792861.0
2021-12-24,3465.50390625,3670.89990234375,3705.0,3644.800048828125,3685.0,2209923.0
2021-12-27,3489.2939453125,3696.10009765625,3700.0,3653.10009765625,3671.0,1534135.0
2021-12-28,3499.159423828125,3706.550048828125,3725.0,3693.85009765625,3710.0,1456218.0
2021-12-29,3487.972412109375,3694.699951171875,3719.949951171875,3685.0,3692.25,1456923.0
2021-12-30,3524.837646484375,3733.75,3740.0,3680.0,3681.35009765625,1966475.0
2021-12-31,3529.180419921875,3738.35009765625,3760.0,3731.300048828125,3742.800048828125,1207141.0
2022-01-03,3604.137939453125,3817.75,3830.0,3745.0,3750.0,2346158.0
2022-01-04,3667.388916015625,3884.75,3889.14990234375,3811.699951171875,3831.10009765625,2488606.0
2022-01-05,3644.920654296875,3860.949951171875,3870.0,3812.39990234375,3865.0,1733031.0
2022-01-06,3594.413818359375,3807.449951171875,3835.0,3772.0,3812.0,1810293.0
2022-01-07,3637.887451171875,3853.5,3864.89990234375,3796.39990234375,3820.0,2460591.0
2022-01-10,3662.76318359375,3879.85009765625,3978.0,3861.0,3978.0,3937092.0
2022-01-11,3696.79541015625,3915.89990234375,3925.0,3856.0,3856.0,1906106.0
2022-01-12,3643.928955078125,3859.89990234375,3929.0,3836.550048828125,3925.0,3203744.0
2022-01-13,3679.802734375,3897.89990234375,3923.0,3857.0,3918.0,6684507.0
2022-01-14,3746.122314453125,3968.14990234375,3977.0,3860.050048828125,3877.85009765625,3348123.0
2022-01-17,3794.2685546875,4019.14990234375,4043.0,3962.300048828125,3992.699951171875,3442604.0
2022-01-18,3767.316162109375,3990.60009765625,4041.699951171875,3980.0,4033.949951171875,2389041.0
2022-01-19,3702.109619140625,3914.64990234375,4012.0,3910.5,4012.0,3102539.0
2022-01-20,3618.792724609375,3826.550048828125,3920.0,3811.0,3910.0,6176776.0
2022-01-21,3625.36572265625,3833.5,3851.550048828125,3771.10009765625,3807.0,3112358.0
2022-01-24,3566.590087890625,3771.35009765625,3849.64990234375,3740.10009765625,3840.0,3258414.0
2022-01-25,3565.218505859375,3769.89990234375,3809.39990234375,3722.199951171875,3769.5,3330501.0
2022-01-26,,3709.574951171875,,,,
2022-01-27,3451.11962890625,3649.25,3733.39990234375,3625.10009765625,3731.0,5718297.0
2022-01-28,3489.7041015625,3690.050048828125,3729.800048828125,3646.0,3646.0,3143862.0
2022-01-31,3533.395751953125,3736.25,3758.0,3721.39990234375,3749.0,2739393.0
2022-02-01,3594.299072265625,3800.64990234375,3808.0,3736.39990234375,3770.0,2105169.0
2022-02-02,3646.8330078125,3856.199951171875,3864.0,3800.64990234375,3827.89990234375,1984212.0
2022-02-03,3616.94873046875,3824.60009765625,3882.5,3816.050048828125,3851.0,1960538.0
2022-02-04,3607.775146484375,3814.89990234375,3824.699951171875,3769.0,3815.300048828125,2307366.0
2022-02-07,3573.82470703125,3779.0,3831.800048828125,3756.14990234375,3791.0,1919149.0
2022-02-08,3540.204833984375,3743.449951171875,3799.699951171875,3721.0,3791.550048828125,2946443.0
2022-02-09,3556.376708984375,3760.550048828125,3777.949951171875,3746.10009765625,3750.0,1638721.0
2022-02-10,3565.64453125,3770.35009765625,3789.800048828125,3758.0,3789.800048828125,2112459.0
2022-02-11,3494.338134765625,3694.949951171875,3752.5,3690.0,3752.5,3851488.0
2022-02-14,3531.03173828125,3733.75,3793.25,3710.0,3724.0,5951745.0
2022-02-15,3610.5185546875,3817.800048828125,3835.0,3748.0,3786.0,3931683.0
2022-02-16,3606.073486328125,3813.10009765625,3854.10009765625,3806.0,3844.0,3256906.0
2022-02-17,3578.74267578125,3784.199951171875,3835.0,3779.0,3825.0,3134372.0
2022-02-18,3587.91552734375,3793.89990234375,3815.949951171875,3757.60009765625,3769.0,3688883.0
2022-02-21,3517.4609375,3719.39990234375,3827.800048828125,3705.550048828125,3810.0,7465922.0
2022-02-22,3391.681640625,3586.39990234375,3667.89990234375,3570.0,3650.0,5408531.0
2022-02-23,3370.30859375,3563.800048828125,3622.89990234375,3555.64990234375,3611.0,2426203.0
2022-02-24,3216.96240234375,3401.64990234375,3483.85009765625,3391.10009765625,3474.0,5039136.0
2022-02-25,3329.595947265625,3520.75,3530.0,3462.0,3468.0,2549723.0
2022-02-28,3361.229248046875,3554.199951171875,3563.75,3455.89990234375,3490.0,3288942.0
2022-03-01,,3550.1749267578125,,,,
2022-03-02,3353.6171875,3546.14990234375,3571.949951171875,3506.0,3552.5,2761341.0
2022-03-03,3351.9619140625,3544.39990234375,3578.60009765625,3530.10009765625,3562.85009765625,1928039.0
2022-03-04,3333.000732421875,3524.35009765625,3561.199951171875,3487.050048828125,3501.5,2370257.0
2022-03-07,3295.692626953125,3484.89990234375,3548.0,3431.550048828125,3450.0,3054130.0
2022-03-08,3404.49560546875,3599.949951171875,3609.0,3460.0,3460.0,3300992.0
2022-03-09,3435.373291015625,3632.60009765625,3654.0,3597.050048828125,3605.0,2719654.0
2022-03-10,3424.355224609375,3620.949951171875,3684.0,3615.0,3684.0,2005441.0
2022-03-11,3403.73876953125,3599.14990234375,3639.85009765625,3592.85009765625,3603.25,1623423.0
2022-03-14,3445.208251953125,3643.0,3648.35009765625,3580.0,3580.0,1765688.0
2022-03-15,3398.774658203125,3593.89990234375,3659.0,3585.39990234375,3659.0,3651133.0
2022-03-16,3457.408203125,3655.89990234375,3668.0,3616.25,3640.5,3090475.0
2022-03-17,3473.34326171875,3672.75,3710.0,3660.300048828125,3696.60009765625,3600452.0
2022-03-18,,3661.2374877929688,,,,
2022-03-21,3429.793701171875,3626.699951171875,3713.949951171875,3615.0,3696.0,2413831.0
2022-03-22,3500.012451171875,3700.949951171875,3711.0,3625.0,3640.0,2907611.0
2022-03-23,3510.840576171875,3712.39990234375,3729.800048828125,3690.0,3708.0,1596195.0
2022-03-24,3546.257568359375,3749.85009765625,3758.199951171875,3695.0,3700.0,1879046.0
2022-03-25,3506.1591796875,3707.449951171875,3779.5,3672.0,3759.89990234375,1690133.0
2022-03-28,3506.3955078125,3707.699951171875,3713.0,3661.199951171875,3695.0,1760990.0
2022-03-29,3504.173583984375,3705.35009765625,3722.0,3691.0,3694.75,2689063.0
2022-03-30,3528.950927734375,3731.550048828125,3738.0,3706.199951171875,3738.0,1583455.0
2022-03-31,3536.894775390625,3739.949951171875,3754.64990234375,3720.199951171875,3740.0,2168110.0
2022-04-01,3554.67431640625,3758.75,3763.0,3728.050048828125,3748.0,1387014.0
2022-04-04,3565.64453125,3770.35009765625,3780.0,3737.10009765625,3762.0,1472994.0
2022-04-05,3607.6806640625,3814.800048828125,3835.60009765625,3772.0,3772.0,2314947.0
2022-04-06,3551.458740234375,3755.35009765625,3809.300048828125,3731.14990234375,3809.300048828125,2051729.0
2022-04-07,3484.12451171875,3684.14990234375,3745.5,3679.0,3745.5,2494829.0
2022-04-08,3485.543212890625,3685.64990234375,3705.0,3642.5,3690.0,2296773.0
2022-04-11,3495.708984375,3696.39990234375,3712.35009765625,3656.10009765625,3690.0,2291660.0
2022-04-12,3490.697265625,3691.10009765625,3739.0,3648.35009765625,3683.0,4483476.0
2022-04-13,3463.12939453125,3661.949951171875,3709.85009765625,3655.550048828125,3707.0,1621672.0
2022-04-14,,3635.169970703125,,,,
2022-04-15,,3608.389990234375,,,,
2022-04-18,3336.499755859375,3528.050048828125,3610.0,3522.5,3610.0,3820792.0
2022-04-19,3283.3984375,3471.89990234375,3563.550048828125,3439.14990234375,3550.0,3170014.0
2022-04-20,3363.68896484375,3556.800048828125,3569.14990234375,3480.0,3500.0,2640370.0
2022-04-21,3431.63720703125,3628.64990234375,3644.0,3567.39990234375,3580.0,2280996.0
2022-04-22,3416.412109375,3612.550048828125,3617.0,3571.5,3581.10009765625,1581465.0
2022-04-25,3355.555419921875,3548.199951171875,3584.0,3533.10009765625,3558.0,1960694.0
2022-04-26,3353.759033203125,3546.300048828125,3587.89990234375,3518.14990234375,3575.14990234375,1943469.0
2022-04-27,3367.849609375,3561.199951171875,3568.449951171875,3506.300048828125,3546.0,1727648.0
2022-04-28,3389.695556640625,3584.300048828125,3604.39990234375,3538.050048828125,3588.0,1703660.0
2022-04-29,3354.13720703125,3546.699951171875,3623.25,3536.85009765625,3597.0,2051115.0
2022-05-02,3350.070068359375,3542.39990234375,3547.949951171875,3492.75,3519.89990234375,1324161.0
2022-05-03,,3511.074951171875,,,,
2022-05-04,3290.821533203125,3479.75,3545.449951171875,3465.300048828125,3538.5,2305825.0
2022-05-05,3322.644775390625,3513.39990234375,3533.0,3485.35009765625,3512.10009765625,1612262.0
2022-05-06,3246.232666015625,3432.60009765625,3474.5,3424.5,3459.0,2010812.0
2022-05-09,3258.05322265625,3445.10009765625,3456.0,3346.85009765625,3398.0,2481830.0
2022-05-10,3252.04833984375,3438.75,3464.800048828125,3422.0,3434.0,1622685.0
2022-05-11,3226.750244140625,3412.0,3448.449951171875,3382.14990234375,3435.0,1841769.0
2022-05-12,3223.582275390625,3408.64990234375,3449.699951171875,3350.10009765625,3378.0,2807195.0
2022-05-13,3229.492919921875,3414.89990234375,3439.89990234375,3382.14990234375,3435.0,2187823.0
2022-05-16,3193.461669921875,3376.800048828125,3430.0,3366.60009765625,3415.0,1195813.0
2022-05-17,3264.20068359375,3451.60009765625,3467.0,3350.39990234375,3370.0,1754076.0
2022-05-18,3261.552734375,3448.800048828125,3495.0,3443.050048828125,3465.0,1866781.0
2022-05-19,3084.84716796875,3261.949951171875,3405.0,3230.0,3397.0,4642963.0
2022-05-20,3114.211669921875,3293.0,3313.89990234375,3270.050048828125,3310.0,3065125.0
2022-05-23,3141.40087890625,3321.75,3338.89990234375,3267.0,3304.800048828125,2293690.0
2022-05-24,3109.48291015625,3288.0,3324.85009765625,3275.60009765625,3315.14990234375,1711510.0
2022-05-25,3015.845947265625,3167.64990234375,3292.85009765625,3154.050048828125,3292.85009765625,3548046.0
2022-05-26,3072.30419921875,3226.949951171875,3241.5,3180.550048828125,3191.0,2813186.0
2022-05-27,3105.00830078125,3261.300048828125,3278.89990234375,3229.199951171875,3253.199951171875,3103153.0
2022-05-30,3213.497314453125,3375.25,3386.60009765625,3286.35009765625,3297.0,2094624.0
2022-05-31,3203.119140625,3364.35009765625,3383.39990234375,3325.0,3354.14990234375,4840965.0
2022-06-01,3194.408203125,3355.199951171875,3388.0,3340.050048828125,3388.0,1493835.0
2022-06-02,3258.95849609375,3423.0,3432.0,3346.300048828125,3355.0,2657939.0
2022-06-03,3275.287109375,3440.14990234375,3477.300048828125,3431.199951171875,3459.39990234375,1913622.0
2022-06-06,3266.52783203125,3430.949951171875,3453.0,3377.14990234375,3418.0,1084210.0
2022-06-07,3201.54833984375,3362.699951171875,3418.85009765625,3356.0,3401.050048828125,2308256.0
2022-06-08,3241.01220703125,3404.14990234375,3413.949951171875,3346.5,3380.14990234375,2185707.0
2022-06-09,3262.8623046875,3427.10009765625,3437.0,3353.10009765625,3385.0,1279197.0
2022-06-10,3198.88232421875,3359.89990234375,3393.0,3352.0,3382.0,1527582.0
2022-06-13,3065.306396484375,3219.60009765625,3293.0,3192.449951171875,3290.0,3030921.0
2022-06-14,3056.690185546875,3210.550048828125,3238.89990234375,3174.699951171875,3190.0,2611493.0
2022-06-15,3052.64404296875,3206.300048828125,3234.0,3201.0,3218.5,1404536.0
2022-06-16,2991.42529296875,3142.0,3244.85009765625,3133.050048828125,3240.0,2032028.0
2022-06-17,2940.869873046875,3088.89990234375,3118.75,3023.85009765625,3092.0,5240434.0
2022-06-20,2963.243408203125,3112.39990234375,3138.75,3069.0,3094.0,1502769.0
2022-06-21,3058.022705078125,3211.949951171875,3237.75,3125.39990234375,3130.0,2964461.0
2022-06-22,3068.495849609375,3222.949951171875,3250.550048828125,3183.0,3199.89990234375,3336315.0
2022-06-23,3150.231689453125,3308.800048828125,3318.0,3222.949951171875,3222.949951171875,3692578.0
2022-06-24,3135.283935546875,3293.10009765625,3345.0,3277.5,3339.0,2132118.0
2022-06-27,3155.848388671875,3314.699951171875,3362.89990234375,3306.5,3350.0,2037686.0
2022-06-28,3159.13330078125,3318.14990234375,3330.0,3272.60009765625,3307.0,1400046.0
2022-06-29,3132.808349609375,3290.5,3333.0,3271.0,3271.0,2133994.0
2022-06-30,3110.530029296875,3267.10009765625,3310.89990234375,3255.0,3272.0,2719603.0
2022-07-01,3156.22998046875,3315.10009765625,3333.0,3252.050048828125,3260.0,1502879.0
2022-07-04,3080.015380859375,3235.050048828125,3317.949951171875,3225.050048828125,3312.0,2622535.0
2022-07-05,3062.164794921875,3216.300048828125,3272.0,3206.949951171875,3255.0,2170627.0
2022-07-06,3104.484375,3260.75,3268.5,3202.25,3218.5,2182144.0
2022-07-07,3130.28564453125,3287.85009765625,3319.39990234375,3265.050048828125,3271.0,1989921.0
2022-07-08,3108.959228515625,3265.449951171875,3305.0,3250.0,3300.0,2136916.0
2022-07-11,2964.57666015625,3113.800048828125,3225.0,3106.0,3206.14990234375,6974600.0
2022-07-12,2936.87109375,3084.699951171875,3136.199951171875,3080.25,3114.89990234375,3734815.0
2022-07-13,2893.123291015625,3038.75,3110.0,3035.0,3104.0,3863530.0
2022-07-14,2862.576171875,2998.75,3057.0,2967.0,3056.0,4764908.0
2022-07-15,2858.615234375,2994.60009765625,3028.89990234375,2953.0,3018.550048828125,4574806.0
2022-07-18,2924.38623046875,3063.5,3076.949951171875,3014.300048828125,3023.0,3202795.0
2022-07-19,2934.648193359375,3074.25,3078.949951171875,3030.050048828125,3030.050048828125,1865074.0
2022-07-20,3021.0859375,3164.800048828125,3171.949951171875,3098.050048828125,3107.800048828125,3402251.0
2022-07-21,3033.018798828125,3177.300048828125,3184.0,3144.050048828125,3167.0,2420640.0
2022-07-22,3027.004638671875,3171.0,3197.0,3143.5,3185.0,2075886.0
2022-07-25,3022.947998046875,3166.75,3186.449951171875,3149.10009765625,3165.0,1797504.0
2022-07-26,2974.40673828125,3115.89990234375,3168.89990234375,3096.5,3164.699951171875,2639367.0
2022-07-27,3044.04443359375,3188.85009765625,3194.10009765625,3110.0,3115.0,1389808.0
2022-07-28,3112.4404296875,3260.5,3264.0,3201.64990234375,3216.0,2106333.0
2022-07-29,3151.960693359375,3301.89990234375,3317.300048828125,3275.0,3290.0,2430257.0
2022-08-01,3149.00146484375,3298.800048828125,3327.0,3271.0,3327.0,1306913.0
2022-08-02,3142.31884765625,3291.800048828125,3312.89990234375,3271.64990234375,3290.0,1269114.0
2022-08-03,3187.85302734375,3339.5,3349.0,3277.050048828125,3280.0,2895824.0
2022-08-04,3202.6015625,3354.949951171875,3387.89990234375,3307.35009765625,3350.0,2150567.0
2022-08-05,3212.2431640625,3365.050048828125,3377.0,3355.0,3361.199951171875,1106933.0
2022-08-08,3221.215576171875,3374.449951171875,3378.89990234375,3336.0,3365.0,1068836.0
2022-08-09,,3364.3499755859375,,,,
2022-08-10,3201.93310546875,3354.25,3385.0,3335.0,3385.0,1878359.0
2022-08-11,3267.084228515625,3422.5,3428.699951171875,3375.050048828125,3400.0,1449248.0
2022-08-12,3247.08544921875,3401.550048828125,3419.0,3381.25,3419.0,1472354.0
2022-08-15,,3394.9124755859375,,,,
2022-08-16,3238.63720703125,3392.699951171875,3414.85009765625,3387.5,3411.0,839942.0
2022-08-17,3246.65576171875,3401.10009765625,3417.949951171875,3371.10009765625,3385.10009765625,1622326.0
2022-08-18,3227.707275390625,3381.25,3392.0,3362.0,3390.0,1430659.0
2022-08-19,3232.00244140625,3385.75,3421.5,3371.25,3387.0,1398410.0
2022-08-22,3202.219970703125,3354.550048828125,3384.10009765625,3347.39990234375,3365.0,1536532.0
2022-08-23,3135.446044921875,3284.60009765625,3341.89990234375,3270.0,3319.949951171875,1849256.0
2022-08-24,3107.524169921875,3255.35009765625,3308.0,3250.199951171875,3292.0,1691923.0
2022-08-25,3072.0615234375,3218.199951171875,3278.14990234375,3214.75,3276.0,1946930.0
2022-08-26,3075.879638671875,3222.199951171875,3257.0,3216.800048828125,3234.300048828125,1457962.0
2022-08-29,2990.300537109375,3132.550048828125,3142.699951171875,3081.0,3125.0,2539173.0
2022-08-30,3065.331787109375,3211.14990234375,3226.5,3142.10009765625,3155.0,3431525.0
2022-08-31,,3171.4249267578125,,,,
2022-09-01,2989.4892578125,3131.699951171875,3190.0,3121.0,3190.0,3546935.0
2022-09-02,2988.248046875,3130.39990234375,3163.0,3120.300048828125,3163.0,2052900.0
2022-09-05,2991.11181640625,3133.39990234375,3147.949951171875,3112.25,3123.64990234375,2147912.0
2022-09-06,2985.05029296875,3127.050048828125,3140.85009765625,3106.35009765625,3135.5,1936453.0
2022-09-07,3006.57568359375,3149.60009765625,3161.89990234375,3102.0,3102.0,1291534.0
2022-09-08,3025.71533203125,3169.64990234375,3183.5,3160.10009765625,3170.0,1346113.0
2022-09-09,3071.535888671875,3217.64990234375,3233.5,3168.5,3195.0,1561185.0
2022-09-12,3095.687255859375,3242.949951171875,3269.800048828125,3225.0,3239.89990234375,1785928.0
2022-09-13,3082.704345703125,3229.35009765625,3263.449951171875,3225.0,3263.449951171875,1972678.0
2022-09-14,2978.702392578125,3120.39990234375,3141.39990234375,3113.800048828125,3135.0,5090269.0
2022-09-15,2963.38134765625,3104.35009765625,3137.75,3100.0,3130.0,2138023.0
2022-09-16,2872.074951171875,3008.699951171875,3094.35009765625,3000.0,3076.0,5322221.0
2022-09-19,2891.26171875,3028.800048828125,3042.0,2987.800048828125,3036.0,2072220.0
2022-09-20,2902.239990234375,3040.300048828125,3079.949951171875,3030.0,3050.0,1544295.0
2022-09-21,2864.915283203125,3001.199951171875,3041.39990234375,2998.14990234375,3028.0,2253818.0
2022-09-22,2870.83349609375,3007.39990234375,3029.949951171875,2979.300048828125,2990.0,2017983.0
2022-09-23,2846.635498046875,2982.050048828125,3022.5,2979.0,3004.0,2652374.0
2022-09-26,2858.423583984375,2994.39990234375,3025.85009765625,2926.10009765625,2959.85009765625,2925489.0
2022-09-27,2880.42724609375,3017.449951171875,3025.0,2976.0,3009.39990234375,2227447.0
2022-09-28,2897.80078125,3035.64990234375,3049.949951171875,2980.0,2980.0,2739767.0
2022-09-29,2861.1923828125,2997.300048828125,3055.85009765625,2990.0,3054.0,2493902.0
2022-09-30,2868.11328125,3004.550048828125,3019.699951171875,2950.10009765625,2990.85009765625,2817353.0
2022-10-03,2849.403076171875,2984.949951171875,3020.699951171875,2974.0,2995.0,1763331.0
2022-10-04,2950.780517578125,3091.14990234375,3098.0,3023.0,3029.949951171875,2145875.0
2022-10-05,,3096.5499267578125,,,,
2022-10-06,2961.09033203125,3101.949951171875,3124.0,3092.449951171875,3111.0,1790816.0
2022-10-07,2925.722412109375,3064.89990234375,3105.0,3058.10009765625,3097.39990234375,1939879.0
2022-10-10,2976.9365234375,3118.550048828125,3127.0,3005.0,3010.0,3064063.0
2022-10-11,2930.161865234375,3069.550048828125,3145.0,3053.35009765625,3100.0,4730645.0
2022-10-12,2959.944580078125,3100.75,3109.89990234375,3062.050048828125,3084.89990234375,1665247.0
2022-10-13,2962.378662109375,3103.300048828125,3110.0,3052.35009765625,3100.75,2054781.0
2022-10-14,2958.417724609375,3099.14990234375,3150.0,3071.0,3145.0,2245977.0
2022-10-17,2978.13330078125,3111.75,3128.39990234375,3071.449951171875,3072.64990234375,1517005.0
2022-10-18,3009.66748046875,3144.699951171875,3155.35009765625,3128.550048828125,3150.0,1793722.0
2022-10-19,2987.79931640625,3121.85009765625,3159.0,3112.0,3159.0,1194289.0
2022-10-20,3021.726806640625,3157.300048828125,3160.0,3105.0,3105.0,1587601.0
2022-10-21,3002.68115234375,3137.39990234375,3160.39990234375,3127.0,3157.800048828125,1021913.0
2022-10-24,3025.93798828125,3161.699951171875,3178.0,3155.0,3170.10009765625,260949.0
2022-10-25,3026.32080078125,3162.10009765625,3184.25,3151.14990234375,3180.5,2069643.0
2022-10-26,,3159.75,,,,
2022-10-27,3021.822509765625,3157.39990234375,3174.0,3134.35009765625,3160.699951171875,2438421.0
2022-10-28,3027.421630859375,3163.25,3178.5,3145.0,3150.0,1355739.0
2022-10-31,3056.03759765625,3193.14990234375,3199.0,3177.800048828125,3199.0,1919414.0
2022-11-01,3119.729736328125,3259.699951171875,3262.60009765625,3203.449951171875,3214.5,2991060.0
2022-11-02,3102.5029296875,3241.699951171875,3270.0,3222.050048828125,3270.0,1405955.0
2022-11-03,3069.05322265625,3206.75,3228.050048828125,3195.0,3228.050048828125,1422652.0
2022-11-04,3079.24609375,3217.39990234375,3220.050048828125,3166.14990234375,3217.0,1464013.0
2022-11-07,3094.845703125,3233.699951171875,3242.800048828125,3195.10009765625,3229.0,1474498.0
2022-11-08,,3224.875,,,,
2022-11-09,3077.953857421875,3216.050048828125,3249.800048828125,3201.64990234375,3249.800048828125,1162267.0
2022-11-10,3068.00048828125,3205.64990234375,3225.0,3170.0,3170.0,1573092.0
2022-11-11,3173.564453125,3315.949951171875,3341.60009765625,3255.050048828125,3269.60009765625,3265394.0
2022-11-14,3192.275146484375,3335.5,3349.0,3309.0,3324.0,1342074.0
2022-11-15,3189.499267578125,3332.60009765625,3339.949951171875,3292.0,3321.0,1400708.0
2022-11-16,3211.2724609375,3355.35009765625,3367.89990234375,3321.449951171875,3338.89990234375,1748235.0
2022-11-17,3205.1953125,3349.0,3360.0,3317.75,3340.0,1417986.0
2022-11-18,3199.88330078125,3343.449951171875,3362.75,3321.0,3350.0,1164540.0
2022-11-21,3142.508056640625,3283.5,3333.699951171875,3273.0,3322.5,1304194.0
2022-11-22,3172.607421875,3314.949951171875,3318.949951171875,3255.25,3280.0,1149739.0
2022-11-23,3166.2431640625,3308.300048828125,3330.0,3291.0,3330.0,1150011.0
2022-11-24,3235.0078125,3380.14990234375,3392.949951171875,3308.300048828125,3316.25,1296591.0
2022-11-25,3244.099853515625,3389.64990234375,3403.35009765625,3348.0,3383.0,1588981.0
2022-11-28,3249.459716796875,3395.25,3417.0,3365.550048828125,3366.0,2195437.0
2022-11-29,3251.46875,3397.35009765625,3429.0,3383.0,3383.0,1576028.0
2022-11-30,3245.200439453125,3390.800048828125,3414.89990234375,3375.0,3383.0,3410702.0
2022-12-01,3326.407470703125,3475.64990234375,3480.0,3420.0,3425.0,2180856.0
2022-12-02,3291.47412109375,3439.14990234375,3468.89990234375,3413.0,3458.10009765625,2411749.0
2022-12-05,3278.79296875,3425.89990234375,3439.14990234375,3407.0,3433.0,1475065.0
2022-12-06,3239.984130859375,3385.35009765625,3407.949951171875,3368.0,3400.050048828125,1166999.0
2022-12-07,3235.43896484375,3380.60009765625,3393.699951171875,3354.0,3368.300048828125,1167505.0
2022-12-08,3206.678955078125,3350.550048828125,3380.60009765625,3339.449951171875,3360.0,1285619.0
2022-12-09,3151.36083984375,3292.75,3374.10009765625,3276.35009765625,3374.10009765625,1797896.0
